author_type,floor,floors_count,rooms_count,total_meters,price,district,street,underground,lons,lats
Застройщик,3,26,1,49.37,39.67,Пресненский,к2.1,Белорусская,37.582107,55.777439
Агент по недвижимости,4,5,1,35.3,11.6,Марфино,Малая Ботаническая ,Фонвизинская,37.588056,55.822778
Риэлтор,8,20,1,33.7,13.5,Очаково-Матвеевское,Озерная ,Озёрная,37.4495,55.6698
Застройщик,6,39,1,40.72,15.8,Западное Дегунино,Северный ао,Селигерская,37.547117,55.866556
Риэлтор,11,17,1,37.0,15.85,Крылатское,Осенний бульвар,Крылатское,37.408139,55.756842
Застройщик,13,13,1,46.9,31.73,Арбат, Новый Арбат,Смоленская,37.583802,55.747713
Агент по недвижимости,10,24,1,40.8,12.6,Нижегородский, Нижняя Хохловка,Нижегородская,37.729404,55.731835
Риэлтор,3,16,1,40.0,13.5,Строгино,Таллинская ,Строгино,37.402405,55.803831
Риэлтор,4,9,1,33.0,9.2,Ярославский,Ярославское шоссе,ВДНХ,37.640751,55.819626
Застройщик,1,20,1,59.34,28.63,Даниловский,Автозаводская ,Тульская,37.622569,55.70961
Риэлтор,4,9,1,38.0,13.6,Отрадное, Бестужевых,Отрадное,37.605066,55.864273
Агент по недвижимости,4,5,1,33.0,12.0,Академический, Дмитрия Ульянова,Академическая,37.5723,55.687147
Агент по недвижимости,8,9,1,32.4,10.0,Лефортово,Сторожевая ,Лефортово,37.706757,55.764693
Застройщик,9,17,1,69.5,39.13,Филевский парк, Василисы Кожиной,Филёвский парк,37.483902,55.739665
Агент по недвижимости,11,16,1,36.8,14.9,Таганский,Вековая ,Площадь Ильича,37.680726,55.747115
Застройщик,7,58,1,41.3,21.86,Коньково,40-й кв-л,Калужская,37.540075,55.656682
Агент по недвижимости,9,14,1,35.3,12.5,Сокол,Балтийская ,Сокол,37.515245,55.805564
Агент по недвижимости,5,5,1,31.0,14.9,Дорогомилово,Студенческая ,Киевская,37.564132,55.743117
Застройщик,21,30,1,38.8,11.8,Черемушки, Наметкина,Воронцовская,37.539446,55.658845
Агент по недвижимости,6,25,1,36.2,10.95,Митино,Муравская ,Пятницкое шоссе,37.353108,55.853634
Агент по недвижимости,5,9,1,31.0,13.6,Филевский парк,Барклая ,Багратионовская,37.497042,55.743544
Агент по недвижимости,5,7,1,52.7,19.25,Басманный,Нижняя Красносельская ,Бауманская,37.67904,55.772405
Застройщик,5,23,1,22.4,7.45,Отрадное,Сигнальный проезд,Владыкино,37.591944,55.847222
Агент по недвижимости,19,22,1,41.8,12.5,Марьино,Перервинский бульвар,Братиславская,37.748415,55.658817
Агент по недвижимости,3,16,1,35.0,10.5,Митино,Пятницкое шоссе,Пятницкое шоссе,37.353108,55.853634
Агент по недвижимости,3,12,1,36.0,12.5,Новогиреево,Союзный проспект,Новогиреево,37.814587,55.752237
Агент по недвижимости,1,12,1,27.4,8.75,Орехово-Борисово Северное,Домодедовская ,Домодедовская,37.717111,55.610131
Агент по недвижимости,5,5,1,32.0,9.69,Царицыно,Кавказский бульвар,Кантемировская,37.656218,55.636107
Агент по недвижимости,2,9,1,32.0,14.5,Хорошево-Мневники,проспект Маршала Жукова,Народное Ополчение,37.485071,55.775697
Застройщик,29,32,1,43.1,16.05,Западное Дегунино,Северный ао,Селигерская,37.547117,55.866556
Агент по недвижимости,4,6,1,39.3,15.5,Хорошевский,2-й Хорошевский проезд,Полежаевская,37.517895,55.777201
Агент по недвижимости,14,17,1,37.2,13.9,Фили-Давыдково, Герасима Курина,Славянский бульвар,37.470973,55.729542
Агент по недвижимости,9,9,1,30.0,12.5,Богородское,Малая Черкизовская ,Преображенская площадь,37.713582,55.796322
Агент по недвижимости,2,12,1,35.2,11.2,Коптево,бульвар Матроса Железняка,Коптево,37.520037,55.839637
Агент по недвижимости,4,9,1,32.4,11.3,Лефортово,Сторожевая ,Лефортово,37.706757,55.764693
Агент по недвижимости,1,9,1,32.0,11.35,Обручевский, Новаторов,Новаторская,37.52218,55.669823
Агент по недвижимости,10,17,1,36.7,11.3,Москворечье-Сабурово,Кантемировская ,Кантемировская,37.656218,55.636107
Агент по недвижимости,11,17,1,37.8,11.3,Солнцево,Солнцевский проспект,Солнцево,37.3911,55.649
Агент по недвижимости,12,33,1,34.0,11.5,Западное Дегунино,Базовская ,Грачёвская,37.509167,55.869444
Агент по недвижимости,19,25,1,34.5,11.5,Чертаново Южное,Варшавское шоссе,Красный Строитель,37.615093,55.589798
Агент по недвижимости,3,5,1,30.0,11.5,Преображенское,Просторная ,Бульвар Рокоссовского,37.732227,55.814916
Агент по недвижимости,14,16,1,35.0,11.5,Теплый Стан, Теплый Стан,Тёплый Стан,37.505912,55.61873
Агент по недвижимости,7,12,1,40.0,11.5,Восточное Дегунино,Дубнинская ,Дегунино,37.573232,55.865576
Агент по недвижимости,3,16,1,42.4,11.5,Южное Бутово, Адмирала Лазарева,Бульвар Адмирала Ушакова,37.542329,55.545207
Агент по недвижимости,12,17,1,38.8,11.49,Новокосино,Городецкая ,Новокосино,37.864052,55.745113
Агент по недвижимости,2,12,1,38.9,11.5,Свиблово, Амундсена,Свиблово,37.653379,55.855558
Застройщик,15,20,1,27.9,11.56,Головинский,Михалковская ,Коптево,37.520037,55.839637
Агент по недвижимости,8,9,1,38.0,11.59,Лосиноостровский,Норильская ,Медведково,37.661562,55.888103
Застройщик,2,9,1,41.96,11.75,Косино-Ухтомский, Николая Старостина,Реутов,37.855833,55.751389
Агент по недвижимости,8,9,1,31.8,11.7,Кунцево,Рублевское шоссе,Молодёжная,37.415627,55.741375
Застройщик,28,30,1,37.5,11.88,Черемушки, Наметкина,Воронцовская,37.539446,55.658845
Агент по недвижимости,13,24,1,31.6,11.8,Текстильщики,1-й Грайвороновский проезд,Текстильщики,37.728406,55.707725
Застройщик,6,30,1,33.8,11.96,Рязанский,Рязанский проспект,Окская,37.781272,55.718623
Риэлтор,4,9,1,33.0,11.9,Северное Измайлово,13-я Парковая ,Щёлковская,37.798261,55.809962
Агент по недвижимости,5,14,1,33.0,12.0,Алексеевский,Маломосковская ,ВДНХ,37.640751,55.819626
Застройщик,14,17,1,34.0,12.03,Царицыно,Севанская ,Каширская,37.647639,55.654462
Агент по недвижимости,7,9,1,33.0,12.0,Строгино, Маршала Катукова,Строгино,37.402405,55.803831
